"Species","Fisheries","Aquaculture","Aquarium","Game fish","Bait","Ui","Non uses"
"Barbus taeniopleura",0,0,0,0,0,0.197724574613025,1
"Barbus tanapelagius",0,0,0,0,0,0.232908474273791,1
"Barbus tauricus",0,0,0,0,0,0.498240986601949,1
"Barbus tetraspilus",0,0,0,0,0,0,1
"Barbus tetrastigma",0,0,0,0,0,0.217542304034682,1
"Barbus thamalakanensis",0,0,0,0,0,0.187287173556864,1
"Barbus tiekoroi",0,0,0,0,0,0.184065787809807,1
"Barbus tomiensis",0,0,0,0,0,0.147479352416952,1
"Barbus tongaensis",0,0,0,0,0,0.0573925985223103,1
"Barbus toppini",0,0,0,0,0,0.231391146696288,1
"Barbus trachypterus",0,0,0,0,0,0.0313935612096743,1
"Barbus traorei",0,0,0,0,0,0.119400317620399,1
"Barbus treurensis",0,0,0,0,0,0.11186494131763,1
"Barbus trevelyani",0,0,0,0,0,0.12625834488509,1
"Barbus trimaculatus",0,0,0,0,0,0.25390515961226,1
"Barbus trinotatus",0,0,0,0,0,0.105227956240374,1
"Barbus trispiloides",0,0,0,0,0,0.14934441333533,1
"Barbus trispilomimus",0,0,0,0,0,0.237950506689118,1
"Barbus trispilopleura",0,0,0,0,0,0,1
"Barbus trispilos",0,0,0,0,0,0.251834559588839,1
"Barbus tropidolepis",0,0,0,0,0,0.210091456315609,1
"Barbus turkanae",0,0,0,0,0,0.0746929986350534,1
"Barbus tyberinus",0,0,0,1,0,0.407866239914204,0
"Barbus unitaeniatus",0,0,0,0,0,0.190454060672358,1
"Barbus urostigma",0,0,0,0,0,0.392179010671306,1
"Barbus urotaenia",0,0,0,0,0,0.0411354059532274,1
"Barbus usambarae",0,0,0,0,0,0.116144383080295,1
"Barbus vanderysti",0,0,0,0,0,0,1
"Barbus venustus",0,0,0,0,0,0.318720772627778,1
"Barbus viktorianus",0,0,0,0,0,0.177122301817978,1
"Barbus viviparus",0,0,0,0,0,0.19246813919283,1
"Barbus walkeri",0,0,0,0,0,0.140996456523051,1
"Barbus wurtzi",0,0,0,0,0,0.349789125559369,1
"Barbus yeiensis",0,0,0,0,0,0,1
"Barbus zalbiensis",0,0,0,0,0,0.105407535004481,1
"Barbus zanzibaricus",0,0,0,0,0,0.181124548572261,1
"Barilius bakeri",0,0,0,0,0,0.275101073682618,1
"Barilius barila",0,0,0,0,1,0.162919886434328,0
"Barilius barna",0,0,0,0,0,0.335966614770937,1
"Barilius bendelisis",0,0,0,0,0,0.320941095140702,1
"Barilius canarensis",0,0,0,0,0,0.139612058038042,1
"Barilius caudiocellatus",0,0,0,0,0,0.288336668221824,1
"Barilius evezardi",0,0,1,0,0,0.0896451696321295,0
"Barilius gatensis",0,0,0,0,0,0.255531933667801,1
"Barilius mesopotamicus",0,0,0,0,0,0.260633817359344,1
"Barilius modestus",0,0,0,0,0,0,1
"Barilius ornatus",0,0,0,0,0,0.235561594310057,1
"Barilius shacra",0,0,0,0,0,0.185908991973052,1
"Barilius tileo",0,0,0,0,0,0.227498770051293,1
"Barilius vagra",0,0,0,0,0,0.439646570499266,1
"Bario steindachneri",0,0,0,0,0,0.299796850937127,1
"Baryancistrus longipinnis",0,0,0,0,0,0.34316032665447,1
"Baryancistrus niveatus",0,0,0,0,0,0.496265716084363,1
"Basilichthys australis",0,0,0,0,0,1.09542307075876,1
"Basilichthys microlepidotus",0,0,0,0,0,0.220827044536373,1
"Batasio batasio",0,0,0,0,0,0.280297043204418,1
"Batasio dayi",0,0,0,0,0,0.236516979794962,1
"Batasio fasciolatus",0,0,0,0,0,0.301832515714329,1
"Batasio spilurus",0,0,0,0,0,0.344084329931375,1
"Batasio tengana",0,0,0,0,0,0.34766358702088,1
"Batasio travancoria",0,0,0,0,0,0.24090393730479,1
"Bathyaethiops breuseghemi",0,0,0,0,0,0.208639316947606,1
"Bathyaethiops caudomaculatus",1,0,1,0,0,0.24004528676474,0
"Bathyaethiops greeni",0,0,0,0,0,0.382605276599475,1
"Bathybagrus grandis",0,0,0,0,0,0.370233024999815,1
"Bathybagrus graueri",1,0,0,0,0,0.305635329876816,0
"Bathybagrus platycephalus",0,0,0,0,0,0.215990489176465,1
"Bathybagrus sianenna",0,0,0,0,0,0.391331143577069,1
"Bathybagrus stappersii",0,0,0,0,0,0.436283278553236,1
"Bathybagrus tetranema",0,0,0,0,0,0.397666903956751,1
"Bathybates fasciatus",1,0,1,0,0,0.291727521911368,0
"Bathybates ferox",1,0,1,0,0,0.19675151020373,0
"Bathybates graueri",1,0,1,0,0,0.224714452148339,0
"Bathybates hornii",1,0,1,0,0,0.298777914313238,0
"Bathybates leo",1,0,1,0,0,0.290382673698664,0
"Bathybates minor",1,0,1,0,0,0.125672697275771,0
"Bathybates vittatus",1,0,1,0,0,0.231766360632833,0
"Bathyclarias atribranchus",0,0,0,0,0,0.212808919466933,1
"Bathyclarias euryodon",0,0,1,0,0,0.753864481600781,0
"Bathyclarias filicibarbis",0,0,1,0,0,0.618860425610757,0
"Bathyclarias foveolatus",0,0,1,0,0,0.876724979739358,0
"Bathyclarias longibarbis",1,0,1,0,0,0.426789055476507,0
"Bathyclarias nyasensis",1,0,1,0,0,0.362330613557867,0
"Bathyclarias rotundifrons",1,0,1,0,0,0.536517146392885,0
"Bathyclarias worthingtoni",1,0,1,0,0,0.599296009445662,0
"Bathygobius andrei",0,0,0,0,0,0.0967259299480256,1
"Bathygobius cocosensis",0,0,0,0,0,0.0551265773459619,1
"Bathygobius fuscus",0,0,0,0,0,0.433490438366504,1
"Bathygobius krefftii",0,0,0,0,0,0,1
"Bathygobius laddi",0,0,0,0,0,0.115673457550068,1
"Bathygobius meggitti",0,0,0,0,0,0.115673457550068,1
"Bathygobius ramosus",0,0,0,0,0,0,1
"Bathypterois atricolor",0,0,0,0,0,0.0672255457178369,1
"Batrachocephalus mino",0,0,0,0,0,0.234924574745803,1
"Batrachocottus baicalensis",0,0,0,0,0,0.430488905206636,1
"Batrachocottus multiradiatus",0,0,0,0,0,0.384314239902708,1
"Batrachocottus nikolskii",0,0,0,0,0,0.0880744692802387,1
"Batrachocottus talievi",0,0,0,0,0,0.196428820378067,1
"Batrachoides goldmani",0,0,0,0,0,0.150518727402614,1
"Batrochoglanis acanthochiroides",0,0,0,0,0,0.401324574539034,1
"Batrochoglanis raninus",1,0,0,0,0,0.358632975880448,0
"Batrochoglanis transmontanus",0,0,0,0,0,0.425056783880046,1
"Batrochoglanis villosus",0,0,0,0,0,0.250281099980567,1
"Beaufortia cyclica",0,0,0,0,0,0.0758219319674638,1
"Beaufortia huangguoshuensis",0,0,0,0,0,0.0994757523498974,1
"Beaufortia kweichowensis",0,0,0,0,0,0.107464681883959,1
"Beaufortia leveretti",0,0,0,0,0,0.0931317515997008,1
"Beaufortia liui",0,0,0,0,0,0.210777122163951,1
"Beaufortia pingi",0,0,0,0,0,0.0994757523498974,1
"Beaufortia polylepis",0,0,0,0,0,0.19043401557669,1
"Beaufortia szechuanensis",0,0,0,0,0,0.429136795779548,1
"Bellator gymnostethus",0,0,0,0,0,0.0213190275834929,1
"Belligobio nummifer",0,0,0,0,0,0.28519158747243,1
"Belligobio pengxianensis",0,0,0,0,0,0.274666624211951,1
"Belobranchus belobranchus",0,0,0,0,0,0.218252226519223,1
"Belodontichthys dinema",0,0,0,0,0,0.235124719238271,1
"Belodontichthys truncatus",0,0,0,1,0,0.0943098592006468,0
"Belone belone",0,0,0,0,0,0.501856950295265,1
"Belonesox belizanus",1,0,1,0,0,0.793226972421583,0
"Belonion apodion",0,0,0,0,0,0.8008898583622,1
"Belonion dibranchodon",0,0,0,0,0,0.8008898583622,1
"Belonoglanis brieni",0,0,0,0,0,0.203193869481957,1
"Belonoglanis tenuis",0,0,0,0,0,0.417604301025387,1
"Belonophago hutsebouti",0,0,0,0,0,0.584500570818545,1
"Belonophago tinanti",0,0,0,0,0,0.584500570818545,1
"Benthochromis melanoides",1,0,1,0,0,0.328698903009347,0
"Benthochromis tricoti",1,0,1,0,0,0.239702071562112,0
"Benthophiloides brauneri",0,0,0,0,0,0.437858493946192,1
"Benthophilus baeri",0,0,0,0,0,0.230304087279772,1
"Benthophilus casachicus",0,0,0,0,0,0.200653467550066,1
"Benthophilus ctenolepidus",0,0,0,0,0,0.404210870629734,1
"Benthophilus granulosus",0,0,0,0,0,0.525128218857565,1
"Benthophilus macrocephalus",0,0,0,0,0,0.435926067101203,1
"Benthophilus magistri",0,0,0,0,0,0.788542936433979,1
"Benthophilus stellatus",0,0,0,0,0,0.525128218857565,1
"Bergiaria platana",0,0,0,0,0,0.259765192420775,1
"Bergiaria westermanni",0,0,0,0,0,0.288312163036185,1
"Betta akarensis",1,0,1,0,0,0.193793434857967,0
"Betta brownorum",0,0,0,0,0,0.288127828342412,1
"Betta channoides",0,0,0,0,0,0.170502344011694,1
"Betta ocellata",0,0,0,0,0,0.218743568383582,1
"Betta patoti",0,0,0,0,0,0.280254514929464,1
"Betta prima",0,0,0,0,0,0.15006410461011,1
"Betta pugnax",1,0,1,0,0,0.186509654680526,0
"Betta smaragdina",1,0,1,0,0,0.214805597093166,0
"Betta splendens",0,0,1,0,0,0.34199616397918,0
"Betta unimaculata",1,0,1,0,0,0.163090480960911,0
"Bhavania australis",0,0,1,0,0,0.279287517198023,0
"Bidyanus bidyanus",1,1,0,1,0,0.280554624298179,0
"Bidyanus welchi",0,0,0,0,0,0.25934059180135,1
"Biotodoma cupido",0,0,1,0,0,0.068686970988694,0
"Biotodoma wavrini",0,0,1,0,0,0.125930491158504,0
"Biotoecus dicentrarchus",0,0,0,0,0,0.070898026539598,1
"Biotoecus opercularis",1,0,1,0,0,0.224270722518739,0
"Bivibranchia bimaculata",0,0,0,0,0,0.0944259791781217,1
"Bivibranchia fowleri",0,0,0,0,0,0.128397588576602,1
"Bivibranchia notata",0,0,0,0,0,0.266554138913345,1
"Bivibranchia simulata",0,0,0,0,0,0.258876134303922,1
"Bivibranchia velox",0,0,0,0,0,0.131921491023815,1
"Biwia zezera",0,0,0,0,0,0.189459356985909,1
"Blicca bjoerkna",0,0,0,0,1,0.27278241279832,0
"Bodianus mesothorax",0,0,0,0,0,0,1
"Boehlkea fredcochui",1,0,1,0,0,0.121938927718492,0
"Boesemania microlepis",1,0,0,0,0,0.410270243312186,0
"Boleophthalmus boddarti",0,0,0,0,0,0.986769560250598,1
"Boleophthalmus dussumieri",0,0,0,0,0,0.443948501843707,1
"Boleophthalmus pectinirostris",0,0,0,0,0,0.280018020641515,1
"Bollmannia umbrosa",0,0,0,0,0,0.137468895399702,1
"Boraras micros",0,0,0,0,0,0.731203064775385,1
"Boraras urophthalmoides",0,0,1,0,0,0.261438179816317,0
"Bostockia porosa",0,0,0,0,0,0.229212801363426,1
"Bostrychus africanus",0,0,0,0,0,0.408574261439487,1
"Bostrychus sinensis",1,0,0,0,0,0.740492266345837,0
"Bothus constellatus",0,0,0,0,0,0,1
"Bothus myriaster",0,0,0,0,0,0.0904641297097604,1
"Bothus pantherinus",0,0,0,0,0,0,1
"Botia almorhae",0,0,0,0,0,0.868017639517889,1
"Botia birdi",0,0,0,0,0,0.417858322625389,1
"Botia dario",0,0,1,0,0,0.582791584712608,0
"Botia histrionica",0,0,0,0,0,0.332252365271037,1
"Botia kubotai",0,0,0,0,0,0.325831167315968,1
"Botia lohachata",1,0,1,0,0,0.375970205693205,0
"Botia rostrata",0,0,0,0,0,0.368527635555775,1
"Botia striata",1,0,1,0,0,0.559469255959517,0
"Boulengerella cuvieri",0,0,0,0,0,0.764454516518063,1
"Boulengerella lateristriga",1,0,0,0,0,0.83577823941024,0
"Boulengerella lucius",1,0,0,0,0,1.04505545532865,0
"Boulengerella maculata",1,0,0,0,0,0.83577823941024,0
"Boulengerella xyrekes",0,0,0,0,0,0.593438444020596,1
"Boulengerochromis microlepis",1,0,1,1,0,0.14675620937649,0
"Brachirus harmandi",1,0,0,0,0,0.275122863444809,0
"Brachirus orientalis",1,0,0,0,0,0.333363717504087,0
"Brachirus panoides",0,0,0,0,0,0.333363717504087,1
"Brachirus selheimi",0,0,0,0,0,0.093405660346807,1
"Brachirus siamensis",0,0,0,0,0,0.24650726432184,1
"Brachychalcinus copei",0,0,0,0,0,0.426164593410434,1
"Brachychalcinus nummus",0,0,0,0,0,0.296050934275521,1
"Brachychalcinus orbicularis",1,0,1,0,0,0.3784150064308,0
"Brachychalcinus retrospina",0,0,0,0,0,0.126725828003397,1
"Brachydeuterus auritus",0,0,0,0,0,0,1
"Brachygalaxias bullocki",0,0,0,0,0,0.521833944105868,1
"Brachyglanis magoi",0,0,0,0,0,0.370447845827335,1
"Brachyglanis melas",0,0,0,0,0,0.183210310231382,1
"Brachyglanis microphthalmus",0,0,0,0,0,0.168698625600287,1
"Brachyglanis nocturnus",0,0,0,0,0,0.565517654765578,1
"Brachyglanis phalacra",0,0,0,0,0,0.315128410868749,1
"Brachygobius doriae",0,0,0,0,0,0.126760626663285,1
"Brachygobius mekongensis",0,0,0,0,0,0.460191843244482,1
"Brachygobius nunus",0,0,0,0,0,0.252916104243003,1
"Brachygobius sabanus",0,0,0,0,0,0.49581330464102,1
"Brachygobius sua",1,0,1,0,0,0.306140495554515,0
"Brachygobius xanthomelas",1,0,1,0,0,0.163531405225887,0
"Brachyhypopomus beebei",1,0,1,0,0,0.458846282218445,0
"Brachyhypopomus brevirostris",0,0,1,0,0,0.770822668141252,0
"Brachyhypopomus gauderio",0,0,0,0,0,0.964852319665698,1
"Brachyhypopomus janeiroensis",0,0,0,0,0,0.0821432864746471,1
"Brachyhypopomus occidentalis",0,0,0,0,0,0.57095347327193,1
"Brachyhypopomus pinnicaudatus",1,0,1,0,0,0.408696848162146,0
"Brachymystax lenok",1,0,0,0,0,0.381701738873534,0
"Brachymystax savinovi",0,0,0,0,0,0.311717316366992,1
"Brachypetersius cadwaladeri",0,0,0,0,0,0.110892903472073,1
"Brachypetersius huloti",0,0,0,0,0,0.259688313325078,1
"Brachypetersius notospilus",0,0,0,0,0,0.258192499773024,1
"Brachypetersius pseudonummifer",0,0,0,0,0,0.220679151645514,1
"Brachyplatystoma filamentosum",1,0,0,1,0,0.731118026287727,0
"Brachyplatystoma juruense",0,0,0,0,0,0.289649443265869,1
"Brachyplatystoma platynemum",0,0,0,0,0,0.385173586698967,1
"Brachyplatystoma rousseauxii",0,0,0,0,0,0.668744552559562,1
"Brachyplatystoma tigrinum",0,0,0,0,0,0.80254775908571,1
"Brachyplatystoma vaillantii",1,0,0,0,0,0.565053955675623,0
"Brachyrhamdia heteropleura",0,0,0,0,0,0.144359094172517,1
"Brachyrhamdia imitator",0,0,0,0,0,0.316193373266567,1
"Brachyrhamdia marthae",0,0,0,0,0,0.212317977660996,1
"Brachyrhamdia meesi",0,0,0,0,0,0.206845767737163,1
"Brachyrhamdia rambarrani",0,0,0,0,0,0.206029813330663,1
"Brachyrhaphis cascajalensis",0,0,0,0,0,0.219235219680114,1
"Brachyrhaphis episcopi",0,0,0,0,0,0.246543464887887,1
"Brachyrhaphis hartwegi",0,0,0,0,0,0.288786393139492,1
"Brachyrhaphis holdridgei",0,0,0,0,0,0.431419658955041,1
"Brachyrhaphis parismina",0,0,0,0,0,0.126285370848537,1
"Brachyrhaphis punctifer",0,0,0,0,0,0.122619306125713,1
"Brachyrhaphis rhabdophora",0,0,0,0,0,0.323391533584818,1
"Brachyrhaphis roseni",0,0,0,0,0,0.217735324284427,1
"Brachyrhaphis terrabensis",0,0,0,1,0,0.266036245579436,0
"Brachysomophis cirrocheilos",0,0,0,0,0,0,1
"Bramocharax bransfordii",0,0,0,0,0,0.138876604997856,1
"Bramocharax caballeroi",0,0,0,0,0,0.0766155518707104,1
"Brevibora dorsiocellata",1,0,1,0,0,0.192780431821531,0
"Brevoortia tyrannus",0,0,0,0,0,0.0541244081951307,1
"Brienomyrus brachyistius",0,0,0,0,0,0.319914354619137,1
"Brienomyrus longianalis",0,0,0,0,0,0.366734868304856,1
"Brienomyrus niger",0,0,0,0,0,0.252685556455491,1
"Brienomyrus tavernei",0,0,0,0,0,0.301300231373749,1
"Brittanichthys axelrodi",0,0,0,0,0,0.212107075702846,1
"Brittanichthys myersi",0,0,0,0,0,0.229023719594209,1
"Brochiloricaria chauliodon",0,0,0,0,0,0.525556482426553,1
"Brochiloricaria macrodon",0,0,0,0,0,0.510501933811129,1
"Brosmophyciops pautzkei",0,0,0,0,0,0.0811844348887765,1
"Brotula multibarbata",0,0,0,0,0,0.0811844348887765,1
"Brustiarius nox",0,0,0,0,0,0.170909515033939,1
"Brustiarius solidus",0,0,0,0,0,0.181430847984203,1
"Bryaninops amplus",0,0,0,0,0,0.310101301558891,1
"Bryaninops loki",0,0,0,0,0,0.378860606857644,1
"Brycinus abeli",0,0,0,0,0,0.055657986906166,1
"Brycinus affinis",0,0,0,0,0,0.291166070774078,1
"Brycinus bimaculatus",0,0,0,0,0,0.0938408175039275,1
"Brycinus brevis",0,0,0,0,0,0.260759893129371,1
"Brycinus carmesinus",0,0,0,0,0,0.158936403698578,1
"Brycinus carolinae",0,0,0,0,0,0.264038882657644,1
"Brycinus comptus",0,0,0,0,0,0.158655275733194,1
"Brycinus derhami",0,0,0,0,0,0.1299116578805,1
"Brycinus ferox",0,0,0,0,0,0.172204192413521,1
"Brycinus grandisquamis",0,0,0,0,0,0.123304707924476,1
"Brycinus humilis",0,0,0,0,0,0.164859051398976,1
"Brycinus imberi",0,0,1,0,1,0.328283511893637,0
"Brycinus intermedius",0,0,0,0,0,0.440533200525623,1
"Brycinus jacksonii",0,0,0,0,0,0.220143403093387,1
"Brycinus kingsleyae",0,0,0,0,0,0.206342041387101,1
"Brycinus lateralis",0,0,0,0,1,0.155372640046236,0
"Brycinus leuciscus",0,0,0,0,0,0.192184841089377,1
"Brycinus longipinnis",0,0,0,0,0,0.298045868030247,1
"Brycinus luteus",0,0,0,0,0,0.173304616927785,1
"Brycinus macrolepidotus",1,0,0,0,0,0.418845241343052,0
"Brycinus minutus",0,0,0,0,0,0.117702358671096,1
"Brycinus nigricauda",0,0,0,0,0,0.176887848514025,1
"Brycinus nurse",0,0,1,0,0,0.16909652375448,0
"Brycinus opisthotaenia",0,0,0,0,0,0.127223285518798,1
"Brycinus peringueyi",0,0,0,0,0,0.122006906790297,1
"Brycinus poptae",0,0,0,0,0,0.14940393363932,1
"Brycinus rhodopleura",1,0,0,0,0,0.219560326063628,0
"Brycinus sadleri",0,0,0,0,0,0.195521993911259,1
"Brycinus schoutedeni",0,0,0,0,0,0.156611854097119,1
"Brycinus taeniurus",0,0,0,0,0,0.172534888909439,1
"Brycinus tholloni",0,0,0,0,0,0.0783339625372947,1
"Brycon alburnus",1,0,0,0,0,0.0736397597393956,0
"Brycon amazonicus",0,0,0,0,0,0.542076684170821,1
"Brycon argenteus",0,0,0,0,0,0.127477778996849,1
"Brycon atrocaudatus",1,0,0,0,0,0.0736397597393956,0
"Brycon behreae",0,0,0,1,0,0.273918544959193,0
"Brycon bicolor",0,0,0,0,0,0.146539914348172,1
"Brycon cephalus",0,0,0,0,0,0.199479979377847,1
"Brycon chagrensis",0,0,0,0,0,0.281651601308018,1
"Brycon coquenani",0,0,0,0,0,0.2479127697184,1
"Brycon coxeyi",0,0,0,0,0,0.140136306199265,1
"Brycon dentex",0,0,0,0,0,0.115484013444176,1
"Brycon devillei",0,0,0,0,0,0.200055277033358,1
"Brycon falcatus",1,0,0,0,0,0.256739885203646,0
"Brycon fowleri",0,0,0,0,0,0.14758991157297,1
"Brycon guatemalensis",0,0,0,1,0,0.160899780865677,0
"Brycon henni",1,1,0,0,0,0.112138738456854,0
"Brycon hilarii",0,0,0,0,0,0.204222644154893,1
"Brycon insignis",0,0,0,0,0,0.136472780738358,1
"Brycon medemi",0,0,0,0,0,0.140136306199265,1
"Brycon meeki",0,0,0,0,0,0.291914692101483,1
"Brycon melanopterus",1,0,1,0,0,0.189275237262651,0
"Brycon moorei",0,1,0,1,0,0.29085465845516,0
"Brycon nattereri",0,0,0,0,0,0.313041663771478,1
"Brycon obscurus",0,0,0,0,0,0.203048111481429,1
"Brycon oligolepis",0,0,0,0,0,0.154512460060503,1
"Brycon opalinus",0,0,0,0,0,0.167988818901879,1
"Brycon orbignyanus",0,0,0,0,0,0.263981513336747,1
"Brycon orthotaenia",0,0,0,0,0,0.329778605009192,1
"Brycon pesu",1,0,1,0,0,0.185976921057921,0
"Brycon petrosus",0,0,0,0,0,0.184492102803897,1
"Brycon posadae",0,0,0,0,0,0.187213060472546,1
"Brycon rubricauda",0,0,0,0,0,0.136472780738358,1
"Brycon sinuensis",0,0,0,0,0,0.233710359790015,1
"Brycon stolzmanni",0,0,0,0,0,0.187578022552092,1
"Brycon striatulus",0,0,0,0,0,0.306742390423197,1
"Brycon whitei",0,0,0,0,0,0.203417260797324,1
"Bryconacidnus ellisi",0,0,0,0,0,0.177042305031506,1
"Bryconacidnus hemigrammus",0,0,0,0,0,0.302683598397991,1
"Bryconacidnus paipayensis",0,0,0,0,0,0.15841958250607,1
"Bryconaethiops boulengeri",1,0,0,0,0,0.11540504892074,0
"Bryconaethiops macrops",1,0,0,0,0,0.11592069336051,0
"Bryconaethiops microstoma",0,0,0,0,0,0.284882441906629,1
"Bryconaethiops quinquesquamae",0,0,0,0,0,0.117979573943643,1
"Bryconamericus agna",0,0,0,0,0,0.231638817849688,1
"Bryconamericus alfredae",0,0,0,0,0,0.131683726565634,1
"Bryconamericus alpha",0,0,0,0,0,0.0410095806767101,1
"Bryconamericus bayano",0,0,0,0,0,0.203476657443975,1
"Bryconamericus bolivianus",0,0,0,0,0,0.166806274400748,1
"Bryconamericus brevirostris",0,0,0,0,0,0.261713173617225,1
"Bryconamericus caucanus",0,0,0,0,0,0.137160824708428,1
"Bryconamericus cismontanus",0,0,0,0,0,0.174482427231758,1
"Bryconamericus cristiani",0,0,0,0,0,0.2758987289953,1
"Bryconamericus dahli",0,0,0,0,0,0.161485129584203,1
"Bryconamericus diaphanus",0,0,0,0,0,0.223027502462324,1
"Bryconamericus eigenmanni",0,0,0,0,0,0.14694105775101,1
"Bryconamericus emperador",0,0,0,0,0,0.245354202235275,1
"Bryconamericus exodon",0,0,0,0,0,0.112621650040555,1
"Bryconamericus galvisi",0,0,0,0,0,0.191264722238459,1
"Bryconamericus gonzalezi",0,0,0,0,0,0.161485129584203,1
"Bryconamericus grosvenori",0,0,0,0,0,0.204445771221592,1
"Bryconamericus guaytarae",0,0,0,0,0,0.105159774246223,1
"Bryconamericus guyanensis",0,0,0,0,0,0.262737088409391,1
"Bryconamericus hyphesson",0,0,0,0,0,0.313870532578103,1
"Bryconamericus icelus",0,0,0,0,0,0.13148813477242,1
"Bryconamericus ichoensis",0,0,0,0,0,0.226212108678935,1
"Bryconamericus iheringii",0,0,0,0,0,0.342627838192052,1
"Bryconamericus loisae",0,0,0,0,0,0.237950506689118,1
"Bryconamericus macrophthalmus",0,0,0,0,0,0.174885334676678,1
"Bryconamericus megalepis",0,0,0,0,0,0.15006410461011,1
"Bryconamericus mennii",0,0,0,0,0,0.303632081146977,1
"Bryconamericus microcephalus",0,0,0,0,0,0.103877991303358,1
"Bryconamericus miraensis",0,0,0,0,0,0.256611073782271,1
"Bryconamericus motatanensis",0,0,0,0,0,0.122073594453907,1
"Bryconamericus novae",0,0,0,0,0,0.110183166996865,1
"Bryconamericus orinocoense",0,0,0,0,0,0.196777133206628,1
"Bryconamericus ornaticeps",0,0,0,0,0,0.108209388707865,1
"Bryconamericus osgoodi",0,0,0,0,0,0.21984229745496,1
"Bryconamericus pachacuti",0,0,0,0,0,0.304574208076642,1
"Bryconamericus pectinatus",0,0,0,0,0,0.161720810251308,1
"Bryconamericus peruanus",0,0,0,0,0,0.280117742953803,1
"Bryconamericus plutarcoi",0,0,0,0,0,0.146179291537003,1
"Bryconamericus scleroparius",0,0,0,0,0,0.0985808141190205,1
"Bryconamericus stramineus",0,0,0,0,0,0.154474200260463,1
"Bryconamericus subtilisform",0,0,0,0,0,0.0766155518707104,1
"Bryconamericus sylvicola",0,0,0,0,0,0.195579511095574,1
"Bryconamericus tenuis",0,0,0,0,0,0.279097138795202,1
"Bryconamericus ternetzi",0,0,0,0,0,0.132498774749936,1
"Bryconamericus terrabensis",0,0,0,0,0,0.132498774749936,1
"Bryconamericus thomasi",0,0,0,0,0,0.225617217285518,1
"Bryconamericus tolimae",0,0,0,0,0,0.141114750930428,1
"Bryconamericus turiuba",0,0,0,0,0,0.120956917039849,1
"Bryconella pallidifrons",0,0,0,0,0,0.22022742150583,1
"Bryconexodon juruenae",0,0,0,0,0,0.21484277546654,1
"Bryconexodon trombetasi",0,0,0,0,0,0.213970449736198,1
"Bryconops affinis",1,0,1,0,0,0.303795512310788,0
"Bryconops alburnoides",0,0,0,0,0,0.195703086828588,1
"Bryconops caudomaculatus",1,0,1,0,0,0.207384539987968,0
"Bryconops colanegra",0,0,0,0,0,0.198972635665892,1
"Bryconops colaroja",0,0,0,0,0,0.117739300541711,1
"Bryconops cyrtogaster",0,0,0,0,0,0.149231081905655,1
"Bryconops disruptus",0,0,0,0,0,0.128309088972821,1
"Bryconops durbini",0,0,0,0,0,0.0897382961976211,1
"Bryconops giacopinii",0,0,0,0,0,0.325300269042614,1
"Bryconops gracilis",0,0,0,0,0,0.152202670551614,1
"Bryconops imitator",0,0,0,0,0,0.158640758784775,1
"Bryconops inpai",0,0,0,0,0,0.174037016545504,1
"Bryconops melanurus",0,0,0,0,0,0.242211119917986,1
"Buccochromis atritaeniatus",1,0,1,0,0,0.316642417307907,0
"Buccochromis heterotaenia",1,0,1,0,0,0.0898676203568221,0
"Buccochromis lepturus",1,0,1,0,0,0.169633982594838,0
"Buccochromis nototaenia",1,0,1,0,0,0.457805543337743,0
"Buccochromis oculatus",1,0,1,0,0,0.346879209659118,0
"Buccochromis rhoadesii",1,0,1,0,0,0.288010434062399,0
"Buccochromis spectabilis",1,0,1,0,0,0.258254427725851,0
"Bujurquina apoparuana",0,0,0,0,0,0.234349108317419,1
"Bujurquina cordemadi",0,0,0,0,0,0.179667724565162,1
"Bujurquina eurhinus",0,0,0,0,0,0.218869325308433,1
"Bujurquina hophrys",0,0,0,0,0,0.316978871928698,1
"Bujurquina huallagae",0,0,0,0,0,0.235654606360744,1
"Bujurquina labiosa",0,0,0,0,0,0.186162555819264,1
"Bujurquina mariae",0,0,0,0,0,0.279914339359507,1
"Bujurquina megalospilus",0,0,0,0,0,0.135388985187102,1
"Bujurquina moriorum",0,0,0,0,0,0.278828003770849,1
"Bujurquina oenolaemus",0,0,0,0,0,0.370533023737323,1
"Bujurquina ortegai",0,0,0,0,0,0.279914339359507,1
"Bujurquina peregrinabunda",0,0,0,0,0,0.296407794425358,1
"Bujurquina robusta",0,0,0,0,0,0.150220718484167,1
"Bujurquina syspilus",0,0,0,0,0,0.237645795547184,1
"Bujurquina tambopatae",0,0,0,0,0,0.332845483365549,1
"Bujurquina vittata",1,0,1,0,0,0.498109493198086,0
"Bujurquina zamorensis",0,0,0,0,0,0.145821687686562,1
"Bullockia maldonadoi",0,0,0,0,0,0.331614294590226,1
"Bunaka gyrinoides",0,0,0,0,0,0.41255936895982,1
"Bunocephalus aleuropsis",0,0,0,0,0,0.315491020645727,1
"Bunocephalus amaurus",0,0,1,0,0,0.254245786487502,0
"Bunocephalus chamaizelus",0,0,0,0,0,0.381658065987393,1
"Bunocephalus colombianus",0,0,0,0,0,0.30492330812001,1
"Bunocephalus coracoideus",0,0,1,0,0,0.491626090603254,0
"Bunocephalus doriae",0,0,0,0,0,0.348520277814463,1
"Bunocephalus knerii",0,0,1,0,0,0.0618201503392275,0
"Bunocephalus larai",0,0,0,0,0,0.195096824381872,1
